country,region,continent,alliances,metric,value
Niger,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,336400000.0
North Korea,East Asia,Asia,None,defense_spending_budget,4736000000.0
Syria,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,291850000.0
Taiwan,East Asia,Asia,None,defense_spending_budget,19740000000.0
Burkina Faso,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,81280000.0
Mali,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,650386000.0
Sri Lanka,South Asia,Asia,None,defense_spending_budget,1265400000.0
Zambia,Southern Africa,Africa,AFRICAN_UNION,defense_spending_budget,394240000.0
Kazakhstan,Central Asia,Asia,SCO,defense_spending_budget,2048700000.0
Chad,Central Africa,Africa,AFRICAN_UNION,defense_spending_budget,381350000.0
Senegal,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,465150000.0
Chile,South America,South America,None,defense_spending_budget,5032500000.0
Ecuador,South America,South America,None,defense_spending_budget,2376000000.0
Guatemala,Central America,North America,None,defense_spending_budget,408635000.0
Romania,Eastern Europe,Europe,"NATO, EU",defense_spending_budget,9700000000.0
Netherlands,Western Europe,Europe,"NATO, EU",defense_spending_budget,27000000000.0
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,defense_spending_budget,530800000.0
Cambodia,Southeast Asia,Asia,ASEAN,defense_spending_budget,860000000.0
Benin,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,98350000.0
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",defense_spending_budget,171002350.0
South Sudan,East Africa,Africa,AFRICAN_UNION,defense_spending_budget,175300000.0
Bolivia,South America,South America,None,defense_spending_budget,550200000.0
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",defense_spending_budget,1400000000.0
Belgium,Western Europe,Europe,"NATO, EU",defense_spending_budget,10200000000.0
Jordan,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,2500000000.0
Cuba,Caribbean,North America,None,defense_spending_budget,4508784000.0
Czechia,Eastern Europe,Europe,"NATO, EU",defense_spending_budget,6750000000.0
Dominican Republic,Caribbean,North America,None,defense_spending_budget,810800000.0
Azerbaijan,Eastern Europe,Europe,None,defense_spending_budget,5000000000.0
Portugal,Southern Europe,Europe,"NATO, EU",defense_spending_budget,4627000000.0
Sweden,Northern Europe,Europe,"NATO, EU",defense_spending_budget,13000000000.0
Greece,Southern Europe,Europe,"NATO, EU",defense_spending_budget,6500000000.0
Tajikistan,Central Asia,Asia,SCO,defense_spending_budget,446000000.0
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",defense_spending_budget,2212360382.0
Hungary,Eastern Europe,Europe,"NATO, EU",defense_spending_budget,4576000000.0
Honduras,Central America,North America,None,defense_spending_budget,413635000.0
Belarus,Eastern Europe,Europe,SCO,defense_spending_budget,1077900000.0
Israel,Middle East,Asia,None,defense_spending_budget,30500000000.0
Sierra Leone,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,228600000.0
Austria,Western Europe,Europe,EU,defense_spending_budget,5475750000.0
Switzerland,Western Europe,Europe,None,defense_spending_budget,25039000000.0
Laos,Southeast Asia,Asia,ASEAN,defense_spending_budget,135000000.0
Paraguay,South America,South America,None,defense_spending_budget,17595000000.0
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",defense_spending_budget,3060000000.0
Bulgaria,Eastern Europe,Europe,"NATO, EU",defense_spending_budget,1373232000.0
Nicaragua,Central America,North America,None,defense_spending_budget,92000000.0
Serbia,Eastern Europe,Europe,None,defense_spending_budget,2287461000.0
El Salvador,Central America,North America,None,defense_spending_budget,334620000.0
Eritrea,East Africa,Africa,AFRICAN_UNION,defense_spending_budget,198000000.0
Kyrgyzstan,Central Asia,Asia,SCO,defense_spending_budget,221800000.0
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,defense_spending_budget,306400000.0
Singapore,Southeast Asia,Asia,ASEAN,defense_spending_budget,15000000000.0
Denmark,Northern Europe,Europe,"NATO, EU",defense_spending_budget,7225466250.0
Turkmenistan,Central Asia,Asia,None,defense_spending_budget,1078020000.0
Central African Republic,Central Africa,Africa,AFRICAN_UNION,defense_spending_budget,45990000.0
Finland,Northern Europe,Europe,"NATO, EU",defense_spending_budget,6779661000.0
Slovakia,Eastern Europe,Europe,"NATO, EU",defense_spending_budget,2656000000.0
Norway,Northern Europe,Europe,NATO,defense_spending_budget,9710000000.0
Liberia,West Africa,Africa,AFRICAN_UNION,defense_spending_budget,364800000.0
Lebanon,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,768250325.0
Ireland,Western Europe,Europe,EU,defense_spending_budget,1500000000.0
New Zealand,Oceania,Oceania,FIVE_EYES,defense_spending_budget,3030000000.0
Georgia,Eastern Europe,Europe,None,defense_spending_budget,495629055.0
Panama,Central America,North America,None,defense_spending_budget,917202000.0
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",defense_spending_budget,261250000.0
Croatia,Southern Europe,Europe,"NATO, EU",defense_spending_budget,1176000000.0
Oman,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,8200000000.0
Bosnia and Herzegovina,Eastern Europe,Europe,None,defense_spending_budget,216400000.0
Moldova,Eastern Europe,Europe,None,defense_spending_budget,1710000000.0
Uruguay,South America,South America,None,defense_spending_budget,772400000.0
Mongolia,East Asia,Asia,None,defense_spending_budget,165110000.0
Kuwait,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,6950000000.0
Albania,Southern Europe,Europe,NATO,defense_spending_budget,558862420.0
Armenia,Eastern Europe,Europe,None,defense_spending_budget,1700000000.0
Namibia,Southern Africa,Africa,AFRICAN_UNION,defense_spending_budget,370500000.0
Lithuania,Northern Europe,Europe,"NATO, EU",defense_spending_budget,2388900000.0
Qatar,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,9432000000.0
Gabon,Central Africa,Africa,AFRICAN_UNION,defense_spending_budget,274820000.0
Botswana,Southern Africa,Africa,AFRICAN_UNION,defense_spending_budget,465600000.0
North Macedonia,Eastern Europe,Europe,NATO,defense_spending_budget,388421700.0
Slovenia,Southern Europe,Europe,"NATO, EU",defense_spending_budget,886860000.0
Kosovo,Eastern Europe,Europe,None,defense_spending_budget,260715150.0
Latvia,Northern Europe,Europe,"NATO, EU",defense_spending_budget,1138000000.0
Bahrain,Middle East,Asia,ARAB_LEAGUE,defense_spending_budget,1597200000.0
Estonia,Northern Europe,Europe,"NATO, EU",defense_spending_budget,1463360000.0
Bhutan,South Asia,Asia,None,defense_spending_budget,14000000.0
Luxembourg,Western Europe,Europe,"NATO, EU",defense_spending_budget,726092925.0
Suriname,South America,South America,None,defense_spending_budget,144000000.0
Montenegro,Southern Europe,Europe,NATO,defense_spending_budget,148100000.0
Beliz,Central America,North America,None,defense_spending_budget,29538000.0
Iceland,Northern Europe,Europe,NATO,defense_spending_budget,312400000.0
China,East Asia,Asia,"BRICS, SCO",kpi_power_index_rank_gap,2.0
India,South Asia,Asia,"BRICS, SCO",kpi_power_index_rank_gap,3.0
United States,North America,North America,"NATO, FIVE_EYES",kpi_power_index_rank_gap,0.0
Indonesia,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,12.0
Pakistan,South Asia,Asia,SCO,kpi_power_index_rank_gap,8.0
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,31.0
Brazil,South America,South America,BRICS,kpi_power_index_rank_gap,11.0
Bangladesh,South Asia,Asia,None,kpi_power_index_rank_gap,33.0
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_power_index_rank_gap,1.0
Mexico,Central America,North America,None,kpi_power_index_rank_gap,30.0
Japan,East Asia,Asia,None,kpi_power_index_rank_gap,6.0
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_power_index_rank_gap,38.0
Philippines,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,32.0
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,108.0
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,13.0
Vietnam,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,17.0
Iran,Middle East,Asia,"BRICS, SCO",kpi_power_index_rank_gap,15.0
Turkiye,Middle East,Asia,NATO,kpi_power_index_rank_gap,998.0
Germany,Western Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,19.0
Thailand,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,22.0
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_power_index_rank_gap,5.0
France,Western Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,10.0
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,84.0
Italy,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,9.0
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_power_index_rank_gap,35.0
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,71.0
Myanmar,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,29.0
South Korea,East Asia,Asia,None,kpi_power_index_rank_gap,4.0
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,70.0
Colombia,South America,South America,None,kpi_power_index_rank_gap,45.0
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,82.0
Spain,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,24.0
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,23.0
Argentina,South America,South America,None,kpi_power_index_rank_gap,25.0
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,42.0
Afghanistan,South Asia,Asia,None,kpi_power_index_rank_gap,110.0
Canada,North America,North America,"NATO, FIVE_EYES",kpi_power_index_rank_gap,27.0
Poland,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,18.0
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,44.0
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,59.0
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_power_index_rank_gap,20.0
Uzbekistan,Central Asia,Asia,SCO,kpi_power_index_rank_gap,75.0
Ukraine,Eastern Europe,Europe,None,kpi_power_index_rank_gap,28.0
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,76.0
Malaysia,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,34.0
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,107.0
Peru,South America,South America,None,kpi_power_index_rank_gap,46.0
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,79.0
Venezuela,South America,South America,None,kpi_power_index_rank_gap,53.0
Nepal,South Asia,Asia,None,kpi_power_index_rank_gap,81.0
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,80.0
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,109.0
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,111.0
Australia,Oceania,Oceania,FIVE_EYES,kpi_power_index_rank_gap,14.0
Niger,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,115.0
North Korea,East Asia,Asia,None,kpi_power_index_rank_gap,43.0
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,74.0
Taiwan,East Asia,Asia,None,kpi_power_index_rank_gap,21.0
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,114.0
Mali,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,113.0
Sri Lanka,South Asia,Asia,None,kpi_power_index_rank_gap,67.0
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,104.0
Kazakhstan,Central Asia,Asia,SCO,kpi_power_index_rank_gap,57.0
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,112.0
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,106.0
Chile,South America,South America,None,kpi_power_index_rank_gap,52.0
Ecuador,South America,South America,None,kpi_power_index_rank_gap,62.0
Guatemala,Central America,North America,None,kpi_power_index_rank_gap,116.0
Romania,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,40.0
Netherlands,Western Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,37.0
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,105.0
Cambodia,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,102.0
Benin,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,134.0
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,139.0
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,138.0
Bolivia,South America,South America,None,kpi_power_index_rank_gap,78.0
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,68.0
Belgium,Western Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,48.0
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,66.0
Cuba,Caribbean,North America,None,kpi_power_index_rank_gap,60.0
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,47.0
Dominican Republic,Caribbean,North America,None,kpi_power_index_rank_gap,85.0
Azerbaijan,Eastern Europe,Europe,None,kpi_power_index_rank_gap,63.0
Portugal,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,50.0
Sweden,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,39.0
Greece,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,26.0
Tajikistan,Central Asia,Asia,SCO,kpi_power_index_rank_gap,129.0
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_power_index_rank_gap,64.0
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,56.0
Honduras,Central America,North America,None,kpi_power_index_rank_gap,118.0
Belarus,Eastern Europe,Europe,SCO,kpi_power_index_rank_gap,61.0
Israel,Middle East,Asia,None,kpi_power_index_rank_gap,16.0
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,133.0
Austria,Western Europe,Europe,EU,kpi_power_index_rank_gap,55.0
Switzerland,Western Europe,Europe,None,kpi_power_index_rank_gap,54.0
Laos,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,103.0
Paraguay,South America,South America,None,kpi_power_index_rank_gap,86.0
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,69.0
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,72.0
Nicaragua,Central America,North America,None,kpi_power_index_rank_gap,117.0
Serbia,Eastern Europe,Europe,None,kpi_power_index_rank_gap,58.0
El Salvador,Central America,North America,None,kpi_power_index_rank_gap,119.0
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,128.0
Kyrgyzstan,Central Asia,Asia,SCO,kpi_power_index_rank_gap,130.0
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,127.0
Singapore,Southeast Asia,Asia,ASEAN,kpi_power_index_rank_gap,36.0
Denmark,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,51.0
Turkmenistan,Central Asia,Asia,None,kpi_power_index_rank_gap,83.0
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,131.0
Finland,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,49.0
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,73.0
Norway,Northern Europe,Europe,NATO,kpi_power_index_rank_gap,41.0
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,132.0
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,91.0
Ireland,Western Europe,Europe,EU,kpi_power_index_rank_gap,87.0
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_power_index_rank_gap,88.0
Georgia,Eastern Europe,Europe,None,kpi_power_index_rank_gap,89.0
Panama,Central America,North America,None,kpi_power_index_rank_gap,120.0
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_power_index_rank_gap,126.0
Croatia,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,77.0
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,65.0
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_power_index_rank_gap,101.0
Moldova,Eastern Europe,Europe,None,kpi_power_index_rank_gap,121.0
Uruguay,South America,South America,None,kpi_power_index_rank_gap,136.0
Mongolia,East Asia,Asia,None,kpi_power_index_rank_gap,122.0
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,90.0
Albania,Southern Europe,Europe,NATO,kpi_power_index_rank_gap,100.0
Armenia,Eastern Europe,Europe,None,kpi_power_index_rank_gap,99.0
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,123.0
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,94.0
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,93.0
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,125.0
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_power_index_rank_gap,124.0
North Macedonia,Eastern Europe,Europe,NATO,kpi_power_index_rank_gap,98.0
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,95.0
Kosovo,Eastern Europe,Europe,None,kpi_power_index_rank_gap,135.0
Latvia,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,96.0
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_power_index_rank_gap,92.0
Estonia,Northern Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,97.0
Bhutan,South Asia,Asia,None,kpi_power_index_rank_gap,140.0
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_power_index_rank_gap,141.0
Suriname,South America,South America,None,kpi_power_index_rank_gap,142.0
Montenegro,Southern Europe,Europe,NATO,kpi_power_index_rank_gap,137.0
Beliz,Central America,North America,None,kpi_power_index_rank_gap,143.0
Iceland,Northern Europe,Europe,NATO,kpi_power_index_rank_gap,144.0
China,East Asia,Asia,"BRICS, SCO",kpi_assets_per_capita,10.95
India,South Asia,Asia,"BRICS, SCO",kpi_assets_per_capita,11.02
United States,North America,North America,"NATO, FIVE_EYES",kpi_assets_per_capita,119.94
Indonesia,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,7.66
Pakistan,South Asia,Asia,SCO,kpi_assets_per_capita,8.59
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,4.05
Brazil,South America,South America,BRICS,kpi_assets_per_capita,10.61
Bangladesh,South Asia,Asia,None,kpi_assets_per_capita,7.25
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_assets_per_capita,100.87
Mexico,Central America,North America,None,kpi_assets_per_capita,15.49
Japan,East Asia,Asia,None,kpi_assets_per_capita,27.69
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_assets_per_capita,6.49
Philippines,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,10.32
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,0.94
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,41.24
Vietnam,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,12.91
Iran,Middle East,Asia,"BRICS, SCO",kpi_assets_per_capita,77.18
Turkiye,Middle East,Asia,NATO,kpi_assets_per_capita,76.9
Germany,Western Europe,Europe,"NATO, EU",kpi_assets_per_capita,100.1
Thailand,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,26.25
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_assets_per_capita,57.23
France,Western Europe,Europe,"NATO, EU",kpi_assets_per_capita,164.19
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,1.76
Italy,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,122.39
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_assets_per_capita,31.73
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,7.72
Myanmar,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,12.13
South Korea,East Asia,Asia,None,kpi_assets_per_capita,120.88
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,6.53
Colombia,South America,South America,None,kpi_assets_per_capita,8.33
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,8.47
Spain,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,39.25
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,59.99
Argentina,South America,South America,None,kpi_assets_per_capita,47.56
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,92.13
Afghanistan,South Asia,Asia,None,kpi_assets_per_capita,12.99
Canada,North America,North America,"NATO, FIVE_EYES",kpi_assets_per_capita,57.24
Poland,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,62.7
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,24.48
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,16.5
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_assets_per_capita,57.0
Uzbekistan,Central Asia,Asia,SCO,kpi_assets_per_capita,9.59
Ukraine,Eastern Europe,Europe,None,kpi_assets_per_capita,57.34
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,5.41
Malaysia,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,39.9
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,2.87
Peru,South America,South America,None,kpi_assets_per_capita,21.87
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,2.08
Venezuela,South America,South America,None,kpi_assets_per_capita,29.56
Nepal,South Asia,Asia,None,kpi_assets_per_capita,3.61
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,1.67
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,2.28
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,0.59
Australia,Oceania,Oceania,FIVE_EYES,kpi_assets_per_capita,60.09
Niger,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,1.83
North Korea,East Asia,Asia,None,kpi_assets_per_capita,90.17
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,49.22
Taiwan,East Asia,Asia,None,kpi_assets_per_capita,91.84
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,2.24
Mali,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,2.83
Sri Lanka,South Asia,Asia,None,kpi_assets_per_capita,16.33
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,2.58
Kazakhstan,Central Asia,Asia,SCO,kpi_assets_per_capita,41.02
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,18.05
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,9.47
Chile,South America,South America,None,kpi_assets_per_capita,51.59
Ecuador,South America,South America,None,kpi_assets_per_capita,29.45
Guatemala,Central America,North America,None,kpi_assets_per_capita,4.13
Romania,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,62.06
Netherlands,Western Europe,Europe,"NATO, EU",kpi_assets_per_capita,16.66
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,5.47
Cambodia,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,25.29
Benin,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,0.67
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,5.32
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,15.74
Bolivia,South America,South America,None,kpi_assets_per_capita,8.73
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,68.18
Belgium,Western Europe,Europe,"NATO, EU",kpi_assets_per_capita,39.43
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,164.52
Cuba,Caribbean,North America,None,kpi_assets_per_capita,64.08
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,59.81
Dominican Republic,Caribbean,North America,None,kpi_assets_per_capita,6.08
Azerbaijan,Eastern Europe,Europe,None,kpi_assets_per_capita,78.26
Portugal,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,105.01
Sweden,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,69.75
Greece,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,611.71
Tajikistan,Central Asia,Asia,SCO,kpi_assets_per_capita,12.54
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_assets_per_capita,97.62
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,81.93
Honduras,Central America,North America,None,kpi_assets_per_capita,8.01
Belarus,Eastern Europe,Europe,SCO,kpi_assets_per_capita,80.07
Israel,Middle East,Asia,None,kpi_assets_per_capita,403.75
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,1.73
Austria,Western Europe,Europe,EU,kpi_assets_per_capita,83.22
Switzerland,Western Europe,Europe,None,kpi_assets_per_capita,82.92
Laos,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,57.95
Paraguay,South America,South America,None,kpi_assets_per_capita,16.2
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,27.26
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,75.27
Nicaragua,Central America,North America,None,kpi_assets_per_capita,29.92
Serbia,Eastern Europe,Europe,None,kpi_assets_per_capita,61.26
El Salvador,Central America,North America,None,kpi_assets_per_capita,28.81
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,15.26
Kyrgyzstan,Central Asia,Asia,SCO,kpi_assets_per_capita,47.12
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,11.33
Singapore,Southeast Asia,Asia,ASEAN,kpi_assets_per_capita,156.82
Denmark,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,68.09
Turkmenistan,Central Asia,Asia,None,kpi_assets_per_capita,100.57
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,4.14
Finland,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,219.16
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_assets_per_capita,56.8
Norway,Northern Europe,Europe,NATO,kpi_assets_per_capita,122.37
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,5.59
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,89.44
Ireland,Western Europe,Europe,EU,kpi_assets_per_capita,33.29
