overall_rank,country,manpower_norm,air_power_norm,land_power_norm,naval_power_norm,logistics_power_norm,energy_power_norm,geographical_power_norm,economic_power_norm,debt_norm,budget_to_gdp_norm,assets_per_capita_norm,is_nato,is_eu,is_brics,overall_power_index,power_rank_gap
61,Armenia,0.002369554095915093,0.005915863277826468,0.004529886477236569,0.0,0.0012169131361403638,6.467566091215278e-05,0.0018141629271608342,0.0018038925397159727,0.9970773616256217,0.18079455745150338,0.02550236003952071,0,0,0,0.12192853346918373,60
62,Ethiopia,0.06727222929699658,0.007668711656441718,0.019988625174443223,0.0,0.017520969542245305,0.0005071466325559449,0.06432245507639438,0.01029899400180919,0.9986402372883065,0.03631589993006508,0.004963798637703107,0,0,1,0.12172000732351518,61
63,Philippines,0.06798238532589398,0.014899211218229623,0.030551679039503718,0.01834800543673036,0.031735535225845574,0.002108275295265457,0.01966987599637596,0.035661316313511764,0.9985164290677239,0.02362951409646154,0.008124942024327312,0,0,0,0.12155658527263573,62
64,Denmark,0.003476221887519883,0.008545135845749343,0.009838973559794252,0.02908689125243902,0.011321770267320903,0.0006932304015795697,0.002951744413278516,0.015595662567013288,0.9757286547555163,0.1035510635968647,0.06279047040841139,1,1,0,0.12079841563884738,63
65,Bahrain,0.001212208359084945,0.011430032135553608,0.007503877212015223,2.8306308804557412e-05,0.0006250501793704167,0.0023911758122711034,5.335943716396156e-05,0.0026386617053765033,0.9891625067020519,0.11469958514450748,0.07870117781682874,0,0,0,0.12058072791076517,64
66,Uzbekistan,0.02528247841193757,0.015264387963774467,0.009523284568570906,0.0,0.013218659160847308,0.03935256235556346,0.02640817061022455,0.010203278091462742,0.9988475175022667,0.05392572551043161,0.014751952599513339,0,0,0,0.11965747386831298,65
67,Malaysia,0.021601175524647128,0.010042360502483201,0.034540384388928834,0.01629291944072491,0.02146894473037628,0.026676284160947417,0.01995700886346021,0.03635051609956348,0.9959786973110465,0.02558065738372644,0.023063082335827767,0,0,0,0.11952015146421688,66
68,Mozambique,0.016261333146967982,0.001679813029506281,0.002405249456939771,1.583234221271855e-05,0.005218509600962052,0.05780723885370816,0.04676007407054639,0.001561716125697538,0.9955268557318271,0.050006342857374105,0.012160737195141822,0,0,0,0.11878419862851863,67
69,Sudan,0.03208184943114641,0.013000292141396436,0.009277748686508304,2.8786076750397367e-06,0.005551975973030527,0.0017542650235936393,0.10852788091425052,0.003909080068881725,0.9947928439343356,0.015434253104302928,0.006203763520433079,0,0,0,0.11866277513366726,68
70,Romania,0.012390013955767056,0.01044405492258253,0.030228473643727435,9.115590970959167e-06,0.013772407534456018,0.0025634880591359466,0.014089614422737215,0.02446199317160728,0.9968000699746369,0.07712890880320364,0.024694406599361483,1,1,0,0.11821205535065793,69
71,Mali,0.008134487380928902,0.003432661408121531,0.0015283355924304795,0.0,0.020250002681063833,9.3613773086681e-10,0.07241472368212329,0.0016752635315683325,0.9986730917893312,0.06976417129311353,0.0076031681857375594,0,0,0,0.11818006429489883,70
72,Chad,0.007886119691575145,0.0030309669880222026,0.008633843363140053,0.0,0.005802981516890847,3.052905911836534e-05,0.07547990759373735,0.0009456316381946598,0.9988243256155389,0.07215817316119641,0.006583710072494423,0,0,0,0.11784305570617137,71
73,Netherlands,0.010419703650168735,0.009202453987730062,0.00706792574794489,0.029995811625832817,0.020786070525601552,0.003806073976543088,0.0028553382206174607,0.03825595028034312,0.9278483778827832,0.13367956439237688,0.03211088142989302,1,1,0,0.11777722014394916,72
74,Mongolia,0.0026203843584337166,0.0005112474437627812,0.009044740145367264,0.0,0.01671940391690383,5.199064747391428e-05,0.09112111711602729,0.0017517001702631256,0.9934987995564702,0.018016304595309566,0.044662340985333775,0,0,0,0.11762463287650823,73
75,Hungary,0.006097401171926405,0.005404615834063687,0.02085802263439958,0.0,0.030636299053685912,0.00035978095025800464,0.00618343757832279,0.012568626867039218,0.9933823758930687,0.07223776739135863,0.03677902781238583,1,1,0,0.11719387283194696,74
76,Lithuania,0.0022763992388991176,0.0006573181419807187,0.0033523164306098058,5.997099322999452e-06,0.012492743012350574,3.2832690565826195e-05,0.003903523820151003,0.004042693056077302,0.9937943607910538,0.11051232580140591,0.041527154592130695,1,1,0,0.11685549716184707,75
77,Namibia,0.0007543083674047222,0.00259275489336839,0.005381745659902738,6.956635214679364e-06,0.007503355677464253,0.0012749189953361675,0.04809209016157423,0.0009521202461694019,0.9944993134471168,0.07596286583492369,0.031445435424786734,0,0,0,0.11675137450970925,76
78,Angola,0.008238968518598327,0.02231229915278995,0.01634066349808457,1.4393038375198684e-05,0.004195792439863739,0.007279433491988262,0.07270840336397358,0.008039191974891443,0.9967774357812907,0.025432331366970932,0.00852399283724447,0,0,0,0.11618237134891798,77
79,United Arab Emirates,0.007816175399951957,0.0422874671340929,0.02348625875974314,0.010654686541213746,0.0006951926061766493,0.004612988761001741,0.00498160460923569,0.026082492447285874,0.9931344307622604,0.01887154251077179,0.05503004856165666,0,0,1,0.11615703956461046,78
